Word,Reading,Meaning (JP / EN / CN),Example Sentence
意向,Ikou,"(JP) どうしたいかという考え・気持ち (EN) Intention, Wish (CN) 意向，打算",本人の意向を尊重する。
意地,Iji,"(JP) 自分の考えを通そうとする心 / 気質 (EN) Stubbornness / Willpower / Disposition (CN) 固执 / 志气 / 心地",つまらない意地を張るな。
意地っ張り,Ijippari,"(JP) 意地を張ること、またはその人 (EN) Stubborn person, Obstinate (CN) 倔强的人，固执",彼は意地っ張りで謝らない。
意図,Ito,"(JP) 何かをしようとすること、狙い (EN) Intention, Aim, Purpose (CN) 意图，企图",質問の意図が分からない。
見地,Kenchi,"(JP) 物事を観察・判断する立場 (EN) Viewpoint, Standpoint (CN) 观点，立场",医学的な見地から意見を言う。
見通し,Mitooshi,"(JP) 将来の予測 / 視界 (EN) Outlook, Prospect / Visibility (CN) 预测，展望 / 视野",復旧の見通しが立たない。
見下す,Mikudasu,"(JP) 相手を自分より下だと見て馬鹿にする (EN) To look down on, To despise (CN) 轻视，瞧不起",他人を見下すような態度はやめろ。
見下ろす,Miorosu,"(JP) 上から下を見る (EN) To look down (physically), To overlook (CN) 俯视，往下看",山頂から町を見下ろす。
着工,Chakkou,"(JP) 工事を始めること (EN) Start of construction (CN) 开工，动工",来月、ダムの建設に着工する。
着手,Chakushu,"(JP) 仕事や事業を始めること (EN) To start work, To launch (CN) 着手，开始",新しいプロジェクトに着手する。
日夜,Nichiya,"(JP) 昼も夜も、いつも (EN) Day and night, Constantly (CN) 日夜，昼夜",彼は日夜研究に没頭している。
日々,Hibi,"(JP) 毎日 (EN) Days, Daily, Every day (CN) 天天，每天",日々の努力が大切だ。
日ごろ,Higoro,"(JP) ふだん、平生 (EN) Normally, Usually, Habitually (CN) 平时，平素",日ごろの行いに気をつける。
終日,Shuujitsu,"(JP) 朝から晩まで、一日中 (EN) All day (CN) 终日，整天",その日は終日雨だった。
小売り,Kouri,"(JP) 消費者に直接売ること (EN) Retail (CN) 零售",この店は小売りもしている。
前売り,Maeuri,"(JP) 当日より前に売ること (EN) Advance sale (CN) 预售",映画の前売り券を買う。
売買,Baibai,"(JP) 売ることと買うこと (EN) Buying and selling, Trade (CN) 买卖，交易",ネットで株の売買を行う。
合間,Aima,"(JP) 物事と物事の間、暇な時間 (EN) Interval, Spare time (CN) 空儿，闲暇",仕事の合間に休憩する。
