Word,Reading,Meaning (JP / EN / CN),Example Sentence
おびただしい（数）,Obitadashii,"(JP) 数や量が非常に多い (EN) Innumerable (CN) 大量，无数",おびただしい数の虫がいる。
甚だしい,Hanahadashii,"(JP) 程度が普通ではない (EN) Extreme, Excessive (CN) 甚，非常",誤解も甚だしい。
目覚ましい（活躍）,Mezamashii,"(JP) 驚くほど素晴らしい (EN) Remarkable (CN) 惊人，显著",彼の目覚ましい活躍に期待する。
果てしない,Hateshinai,"(JP) 終わりがない、限りない (EN) Endless (CN) 无边无际",果てしない宇宙。
断然,Danzen,"(JP) 他と比べてずば抜けて (EN) By far, Definitely (CN) 断然，迥然",こちらの方が断然いい。
半端な（布）,Hanpa na,"(JP) 不完全な、中途半端な (EN) Odd (amount), Incomplete (CN) 零头，不彻底",半端な布で小物を作る。
かすかな（聞こえる）,Kasuka na,"(JP) やっと感じ取れるほどわずかな (EN) Faint, Dim (CN) 微弱，隐约",かすかな音が聞こえる。
いかなる,Ikanaru,"(JP) どのような、どんな (EN) Any, Whatever kind of (CN) 任何，怎样的",いかなる理由があろうとも許されない。
大げさな,Oogesa na,"(JP) 実際より大きく見せかける (EN) Exaggerated (CN) 夸张，小题大做",彼は話を大げさに言う。
おおかた,Ookata,"(JP) 大部分、たぶん (EN) Mostly / Probably (CN) 大部分 / 大概",仕事はおおかた片付いた。
おおむね（賛成）,Oomune,"(JP) 大体の趣旨、だいたい (EN) Generally (CN) 大体上，大概",彼の意見にはおおむね賛成だ。
