Word,Reading,Meaning (JP / EN / CN),Example Sentence
敢えて,Aete,"(JP) しにくいことを意図的に行う (EN) Daringly, Intentionally (CN) 敢于，特意",君のために敢えて厳しいことを言う。
敢えて,Aete,"(JP) (否定を伴い) 特に～ない (EN) (Not) necessarily (CN) (不) 怎么",敢えて驚くほどのことではない。
自ずから,Onozukara,"(JP) 自然に、ひとりでに (EN) Naturally (CN) 自然而然",努力すれば道は自ずから開ける。
とかく,Tokaku,"(JP) ～しがちである (EN) Be apt to (CN) 动不动，总是",人はとかく悪い方へ考えがちだ。
努めて（冷静）,Tsutomete,"(JP) できるだけ、努力して (EN) As much as possible (CN) 尽量，极力",努めて冷静に振る舞う。
ひいては,Hiite wa,"(JP) それが原因となって (EN) Consequently (CN) 进而，甚至",自分の健康、ひいては家族の幸せを守る。
かえって,Kaette,"(JP) 予想とは反対に (EN) On the contrary (CN) 反而，反倒",親切のつもりがかえって迷惑になった。
かろうじて,Karoujite,"(JP) やっとのことで (EN) Barely, Narrowly (CN) 好不容易，勉强",終電にかろうじて間に合った。
ことごとく,Kotogotoku,"(JP) すべて、残らず (EN) All, Entirely (CN) 统统，所有",予想がことごとく外れた。
ふんだんに,Fundan ni,"(JP) たっぷりと、惜しみなく (EN) Abundantly (CN) 大量，丰富",旬の野菜をふんだんに使う。
現に（見た）,Gen ni,"(JP) 実際に、証拠として (EN) Actually, In fact (CN) 实际，真的",嘘ではない。現に私はそれを見た。
どうにか,Dounika,"(JP) かろうじて、なんとか (EN) Barely, Somehow (CN) 总算，勉强",どうにか約束の時間に間に合った。
どうにか,Dounika,"(JP) なんとかしたい（願望） (EN) Do something about (CN) 想办法",この暑さをどうにかしてほしい。
