Word,Reading,Meaning (JP / EN / CN),Example Sentence
国会,Kokkai,"(JP) 国の立法機関 (EN) The Diet, Parliament (CN) 国会",国会で新しい法律が議論されている。
新入り,Shin'iri,"(JP) 新しく仲間に入った人 (EN) Newcomer, Rookie (CN) 新来的 (人)",職場の新入りを紹介する。
新入,Shinnyuu,"(JP) 新しく入ること (主に複合語で使う) (EN) New, Incoming (CN) 新加入",今年の新入社員は元気だ。
土手（歩く）,Dote,"(JP) 川沿いなどの盛り土した堤 (EN) Embankment, Riverbank (CN) 堤坝，河堤",川の土手を散歩する。
土砂,Dosha,"(JP) 土と砂 (EN) Earth and sand, Sediment (CN) 土砂，泥沙",大雨で土砂崩れが起きた。
分業,Bungyou,"(JP) 手分けして仕事をすること (EN) Division of labor (CN) 分工",家事を夫婦で分業する。
発足,Hossoku,"(JP) 組織などが活動を始めること (EN) Inauguration, Launch (CN) 成立，开始活动",新内閣が発足した。
風土,Fuudo,"(JP) その土地の気候や文化的背景 (EN) Climate, Culture (of a place) (CN) 风土，水土",その地域の風土に合った作物を育てる。
風習,Fuushuu,"(JP) その社会に伝わる習わし (EN) Custom, Tradition (CN) 风俗，习俗",豆まきは日本の風習だ。
正味,Shoumi,"(JP) 余分を除いた中身、実質 (EN) Net (weight), Actual (CN) 净重，实质",昼休みを除いて正味8時間働く。
