Word,Reading,Meaning (JP / EN / CN),Example Sentence
あっけない,Akkenai,"(JP) 予想より短く物足りない (EN) Disappointing, Abrupt (CN) 不过瘾，太简单",試合はあっけない幕切れだった。
みすぼらしい,Misuborashii,"(JP) 外見が貧弱で汚い (EN) Shabby, Wretched (CN) 寒酸，破旧",みすぼらしい格好をする。
汚らわしい,Kegarawashii,"(JP) 不潔で嫌な感じがする (EN) Filthy, Disgusting (CN) 肮脏，令人作呕",そんな汚らわしい金は受け取れない。
乏しい,Toboshii,"(JP) 足りない、貧しい (EN) Scarce, Poor (CN) 缺乏，贫乏",彼は経験が乏しい。
あくどい,Akudoi,"(JP) やり方が悪質だ / 色や味が濃すぎる (EN) Vicious / Gaudy (CN) 恶毒 / 刺眼",あくどい商売をする。
危うい,Ayaui,"(JP) 危険だ、心配だ (EN) Dangerous, Risky (CN) 危险",合格するかどうか危うい。
素っ気ない,Sokkenai,"(JP) 思いやりや愛想がない (EN) Cold, Curt (CN) 冷淡，冷漠",彼の返事は素っ気なかった。
久しい,Hisashii,"(JP) 時間が長く経っている (EN) Long (time) (CN) 好久，长久",彼に会わなくなって久しい。
たやすい,Tayasui,"(JP) 容易だ、簡単だ (EN) Easy, Simple (CN) 容易，轻易",たやすく解決できる問題ではない。
平たい,Hiratai,"(JP) 平らである、平易だ (EN) Flat / Plain (CN) 扁平 / 浅显",平たい石を探す。
はかない,Hakanai,"(JP) すぐ消えてしまう、頼りない (EN) Fleeting, Transient (CN) 短暂，虚幻",命ははかないものだ。
うつろな,Utsuro na,"(JP) 中身がない、ぼんやりしている (EN) Vacant, Hollow (CN) 空虚，发呆",彼女はうつろな瞳をしていた。
こっけいな,Kokkei na,"(JP) おかしくて笑える (EN) Funny, Comical (CN) 滑稽，可笑",その姿はあまりにこっけいだった。
ちっぽけな,Chippoke na,"(JP) とても小さい、つまらない (EN) Tiny, Insignificant (CN) 微小，渺小",ちっぽけな夢を持つ。
露骨な,Rokotsu na,"(JP) 感情などを隠さずにむき出しにする (EN) Blatant, Open (CN) 露骨，直率",露骨に嫌な顔をした。
念入りな（計画）,Nen'iri na,"(JP) 細かいところまで注意が行き届く (EN) Careful, Elaborate (CN) 周密，细致",念入りな計画を立てる。
密かな（楽しみ）,Hisoka na,"(JP) 人に知られないようにする (EN) Secret, Private (CN) 暗中，悄悄",密かな楽しみを持っている。
おろそかな,Orosoka na,"(JP) いい加減にする (EN) Negligent, Careless (CN) 疏忽，马虎",勉強がおろそかになる。
ぞんざいな,Zonzai na,"(JP) 礼儀がなく乱暴、いい加減 (EN) Rude, Careless (CN) 粗鲁，草率",客をぞんざいに扱う。
不気味な,Bukimi na,"(JP) 何となく恐ろしい (EN) Eerie, Ominous (CN) 令人毛骨悚然",廃屋から不気味な音が聞こえる。
不細工な,Busaiku na,"(JP) 形や器量が悪い (EN) Ugly, Misshapen (CN) 丑陋，难看",自分で作った不細工な人形。
