Word,Reading,Meaning (JP / EN / CN),Example Sentence
くすぐったい,Kusuguttai,"(JP) むずむずして笑いたくなる (EN) Ticklish (CN) 发痒",足の裏がくすぐったい。
渋い（お茶・顔・色）,Shibui,"(JP) 渋みがある / 不機嫌な / 落ち着いた (EN) Astringent / Grim / Tasteful (CN) 涩 / 阴沉 / 素雅",渋いお茶を飲む。
華々しい（人生）,Hanabanashii,"(JP) 華やかで素晴らしい (EN) Glorious, Brilliant (CN) 辉煌，壮丽",華々しい成功を収める。
みずみずしい（野菜）,Mizumizushii,"(JP) 水分が多くて新鮮な (EN) Fresh and juicy (CN) 水灵，新鲜",みずみずしいトマト。
寝苦しい,Negurushii,"(JP) 気持ちよく眠れない (EN) Hard to sleep (CN) 难以入睡",熱帯夜で寝苦しい。
すばしっこい（犬）,Subashikkoi,"(JP) 動作が非常に素早い (EN) Agile, Nimble (CN) 敏捷，伶俐",その犬はすばしっこく逃げた。
素速い,Subayai,"(JP) 行動や反応が早い (EN) Swift, Quick (CN) 迅速，麻利",素速く対応する。
速やかな,Sumiyaka na,"(JP) 手間取らず早いさま (EN) Prompt, Speedy (CN) 及时，迅速",速やかな退去を求める。
健やかな,Sukoyaka na,"(JP) 健康で元気な (EN) Healthy, Wholesome (CN) 健壮，健康",子供が健やかに育つ。
軽快な（曲）,Keikai na,"(JP) 軽やかで気持ちが良い (EN) Light, Rhythmical (CN) 轻快",軽快なリズムの曲。
細やかな（愛情）,Komayaka na,"(JP) 情愛が深い、配慮が行き届いている (EN) Tender, Detailed (CN) 深厚，细致",母の細やかな愛情を感じる。
緩やかな（川の流れ）,Yuruyaka na,"(JP) 傾斜や勢いが急でない (EN) Gentle, Slow (CN) 缓慢，平缓",川の流れが緩やかだ。
しなやかな（体）,Shinayaka na,"(JP) 柔らかくて弾力がある (EN) Supple, Flexible (CN) 柔韧，柔软",体操選手のしなやかな動き。
和やかな（会話）,Nagoyaka na,"(JP) 穏やかで親しみやすい (EN) Peaceful, Amicable (CN) 和谐，和祥",和やかな雰囲気で話が進む。
のどかな（風景）,Nodoka na,"(JP) 静かでのんびりしている (EN) Tranquil, Peaceful (CN) 悠闲，宁静",のどかな田園風景。
シックな（服）,Shikku na,"(JP) 粋で洗練されている (EN) Chic, Stylish (CN) 别致，雅致",シックなドレスを着る。
きらびやかな（宮殿）,Kirabiyaka na,"(JP) 輝くばかりに美しい (EN) Gorgeous, Dazzling (CN) 灿烂，华丽",きらびやかな装飾。
つぶらな（瞳）,Tsubura na,"(JP) 丸くてかわいい (EN) Round (eyes) (CN) 圆溜溜",つぶらな瞳で見つめる。
巧みな（演技）,Takumi na,"(JP) 手際がよく上手な (EN) Skillful, Clever (CN) 巧妙，精湛",巧みな話術で人を惹きつける。
