Word,Reading,Meaning (JP / EN / CN),Example Sentence
ふらふら,Furafura,"(JP) 力が入らず揺れる (EN) Dizzy, Staggering (CN) 摇晃，晕乎乎",熱で頭がふらふらする。
おどおど,Odoodo,"(JP) 恐れて落ち着かない (EN) Timidly, Nervous (CN) 提心吊胆，战战兢兢",彼は自信なさげにおどおどしていた。
くよくよ,Kuyokuyo,"(JP) 済んだことを気に病む (EN) Brooding, Worrying (CN) 也就是，想不开",失敗をくよくよするな。
びんびん,Binbin,"(JP) 音や痛みが強く響く (EN) Throbbing, Resounding (CN) (痛) 剧烈，(声音) 响亮",緊張感がびんびんと伝わってくる。
ペコペコ,Pekopeko,"(JP) お腹が空いている / 頭を下げる (EN) Hungry / Bowing repeatedly (CN) 饿 / 点头哈腰",お腹がペコペコだ。
こつこつ,Kotsukotsu,"(JP) 地道に努力する (EN) Steadily / Tapping sound (CN) 孜孜不倦 / 咯噔咯噔",毎日こつこつ貯金する。
ゆうゆう,Yuuyuu,"(JP) 余裕があるさま (EN) Leisurely, Calm (CN) 悠闲，绰绰有余",集合時間にゆうゆう間に合った。
はらはら,Harahara,"(JP) 心配する / 散る様子 (EN) Nervous / Fluttering (CN) 提心吊胆 / 飘落",彼の運転は見ていてはらはらする。
むかむか,Mukamuka,"(JP) 吐き気がする / 腹が立つ (EN) Nauseous / Irritated (CN) 恶心 / 生气",胃がむかむかする。
いやいや,Iyaiya,"(JP) 気が進まないまま (EN) Reluctantly (CN) 勉强，不情愿",いやいや仕事を引き受けた。
しぶしぶ,Shibushibu,"(JP) 嫌がりながら仕方なく (EN) Reluctantly, Grudgingly (CN) 勉强，不得已",彼はしぶしぶ承諾した。
つくづく,Tsukuzuku,"(JP) 心の底から、痛切に (EN) Deeply, Keenly (CN) 深深地，痛感",自分の力が足りないことをつくづく感じた。
ぼつぼつ,Botsubotsu,"(JP) そろそろ、徐々に (EN) Soon, Gradually (CN) 差不多，渐渐",ぼつぼつ出かけよう。
ちょくちょく,Chokuchoku,"(JP) たびたび（口語） (EN) Frequently (CN) 时常，往往",彼とはちょくちょく会っている。
しばしば,Shibashiba,"(JP) 何度も（文語的） (EN) Often, Frequently (CN) 屡次，常常",以前はしばしばここに来た。
方々（ほうぼう）,Houbou,"(JP) あちこち、至る所 (EN) Here and there (CN) 到处，各处",方々を探し回った。
種々（しゅじゅ）,Shuju,"(JP) いろいろな種類 (EN) Various, Diverse (CN) 种种，各种",種々の事情で中止になった。
着々,Chakuchaku,"(JP) 順調に進むさま (EN) Steadily, Step by step (CN) 稳步，顺利",準備は着々と進んでいる。
転々,Tenten,"(JP) 次々と場所を変える (EN) Moving from place to place (CN) 辗转，流转",職を転々とする。
点々,Tenten,"(JP) あちこちに散らばっている (EN) Scattered here and there (CN) 点点，散布",床に血が点々と落ちていた。
