Word,Reading,Meaning (JP / EN / CN),Example Sentence
申し分がない,Moushibun ga nai,"(JP) 非の打ち所がない (EN) Perfect, Impeccable (CN) 无可挑剔",彼の仕事ぶりは申し分がない。
快い,Kokoroyoi,"(JP) 気持ちが良い (EN) Pleasant, Agreeable (CN) 愉快",彼は快く引き受けてくれた。
すがすがしい,Sugasugashii,"(JP) さわやかで気持ちが良い (EN) Refreshing, Crisp (CN) 清爽",早朝の空気はすがすがしい。
爽快な,Soukai na,"(JP) さわやかで胸がすくような (EN) Invigorating, Refreshing (CN) 爽快",運動して汗をかくと爽快な気分になる。
待ち遠しい,Machidooshii,"(JP) 早く来てほしい (EN) Looking forward to (CN) 盼望",夏休みが待ち遠しい。
心強い,Kokorozuyoi,"(JP) 頼りになって安心だ (EN) Reassuring, Encouraging (CN) 令人放心",あなたが一緒だと心強い。
心細い,Kokorobosoi,"(JP) 頼るものがなくて不安だ (EN) Helpless, Uneasy (CN) 心里没底",一人で知らない土地に行くのは心細い。
わずらしい,Wazurawashii,"(JP) 面倒で気が重い (EN) Troublesome, Annoying (CN) 麻烦",近所付き合いがわずらしい。
うっとうしい,Uttoushii,"(JP) 邪魔でうるさい (EN) Gloomy, Annoying (CN) 阴郁",梅雨時は毎日雨でうっとうしい。
うざい,Uzai,"(JP) 「うっとうしい」の俗語 (EN) Annoying (Slang) (CN) 烦人",彼の自慢話はうざい。
痛ましい,Itamashii,"(JP) 見ていられないほど悲惨だ (EN) Pitiful, Tragic (CN) 悲惨",痛ましい事故現場を目撃した。
きまりが悪い,Kimari ga warui,"(JP) 体裁が悪く恥ずかしい (EN) Awkward, Embarrassed (CN) 尴尬",名前を間違えてきまりが悪かった。
あさましい,Asamashii,"(JP) 品性が卑しい (EN) Shameful, Despicable (CN) 可耻",金のために争うのはあさましい。
おっかない,Okkanai,"(JP) 怖い、恐ろしい (EN) Scary, Frightening (CN) 可怕",彼は怒るとおっかない。
見苦しい,Migurushii,"(JP) 外見や態度が不快だ (EN) Unsightly, Disgraceful (CN) 难看",言い訳をするのは見苦しい。
心苦しい,Kokorogurushii,"(JP) 申し訳なく思う (EN) Painful, Regretful (CN) 难受",わざわざ来てもらって心苦しい。
あきれる,Akireru,"(JP) 意外なことに驚く (EN) To be amazed, To be disgusted (CN) 吃惊",彼の無知にはあきれた。
気に障る,Ki ni sawaru,"(JP) 不快に思う (EN) To offend, To get on one's nerves (CN) 得罪",私の言葉が気に障ったなら謝ります。
しゃくに障る,Shaku ni sawaru,"(JP) 腹が立つ (EN) To be irritating, To be annoying (CN) 令人生气",彼の態度はしゃくに障る。
かんに障る,Kan ni sawaru,"(JP) 腹が立つ、不快に感じる (EN) To get on one's nerves (CN) 令人恼火",彼の話し方はかんに障る。
気兼ねする,Kigane suru,"(JP) 遠慮する (EN) To feel constrained (CN) 拘束",隣人に気兼ねしてピアノが弾けない。
すねる,Suneru,"(JP) 不満で素直でなくなる (EN) To sulk, To pout (CN) 闹别扭",彼は子供のようにすねている。
胸がむかつく,Mune ga mukatsuku,"(JP) 吐き気がする、激怒する (EN) To feel nauseous, Disgusted (CN) 恶心",そのニュースを聞いて胸がむかついた。
恥をかく,Haji wo kaku,"(JP) 恥ずかしい思いをする (EN) To be embarrassed, To lose face (CN) 丢脸",人前で恥をかきたくない。
恥をかく,Haji wo kaku,"(JP) 恥ずかしい思いをする (EN) To be embarrassed, To lose face (CN) 丢脸",人前で恥をかきたくない。
