Word,Reading,Meaning (JP / EN / CN),Example Sentence
かする,Kasuru,"(JP) 軽く触れる (EN) To graze, To scratch (CN) 擦过，掠过",弾が耳をかすった。
かすり傷,Kasurikizu,"(JP) すりきず、軽い怪我 (EN) Scratch, Graze (CN) 擦伤，皮肉伤",ほんのかすり傷だ。
ぶれる,Bureru,"(JP) 揺れて画像などが不鮮明になる (EN) To be blurred (CN) 模糊，晃动",写真がぶれてしまった。
ぼやける（字）,Boyakeru,"(JP) 輪郭がはっきりしない (EN) To be dim, To be blurred (CN) 模糊，看不清",字がぼやけて読めない。
かさむ,Kasamu,"(JP) 金額や量が増える (EN) To mount up (CN) 增大，增多",出費がかさむ。
かさばる,Kasabaru,"(JP) 体積が大きくて場所をとる (EN) To be bulky (CN) 占地方，体积大",荷物がかさばって持ちにくい。
そびえる（高いビル）,Sobieru,"(JP) 高く立っている (EN) To tower (CN) 耸立，屹立",高層ビルがそびえている。
たるむ,Tarumu,"(JP) 締まりがなくなる、緩む (EN) To sag, To be slack (CN) 松弛，松懈",気持ちがたるんでいる。
とろける,Torokeru,"(JP) 溶けて柔らかくなる (EN) To melt (CN) 融化，溶化",口の中でチーズがとろける。
はげる,Hageru,"(JP) 髪が抜ける、塗装が落ちる (EN) To go bald / To peel off (CN) 秃 / 剥落",ペンキがはげている。
さえずる,Saezuru,"(JP) 小鳥が鳴く (EN) To chirp (CN) (鸟) 鸣叫",小鳥がさえずっている。
きしむ,Kishimu,"(JP) 擦れ合って音がする (EN) To creak (CN) 嘎吱作响",床がきしむ。
弾く,Hajiku,"(JP) はね返す、指先で打つ (EN) To repel / To flick (CN) 弹开 / 弹",油は水を弾く。
はぐ（魚の皮）,Hagu,"(JP) 表面をめくって取る (EN) To skin, To strip (CN) 剥 (皮)",魚の皮をはぐ。
潤う（肌・商店街）,Uruou,"(JP) 水分を含む、利益が出る (EN) To be moist / To profit (CN) 湿润 / 获利",肌が潤う化粧水。
はかどる（仕事）,Hakadoru,"(JP) 順調に進む (EN) To make progress (CN) 进展顺利",仕事がはかどる。
繕う,Tsukurou,"(JP) 直す、体裁を整える (EN) To mend, To patch up (CN) 修补，掩饰",ほころびを繕う。
差し掛かる,Sashikakaru,"(JP) ある場所や時期に来る (EN) To approach (CN) 来到，临近",曲がり角に差し掛かる。
引きずる,Hikizuru,"(JP) 地面をすって引く (EN) To drag (CN) 拖，拖延",足を引きずって歩く。
反る,Soru,"(JP) 弓なりに曲がる (EN) To warp (CN) 翘，弯曲",乾燥して板が反った。
晴れる,Hareru,"(JP) 雲がなくなる、疑いが解ける (EN) To clear up (CN) 放晴，消除",疑いが晴れた。
いかれる,Ikareru,"(JP) 壊れる、頭がおかしくなる (俗語) (EN) To be broken / Crazy (CN) 坏掉 / 疯 (俗语)",エンジンがいかれたようだ。
