Word,Reading,Meaning (JP / EN / CN),Example Sentence
抜かす,Nukasu,"(JP) 省く、飛ばす (EN) To skip, To omit (CN) 漏掉，跳过",1行抜かして読んでしまった。
負かす,Makasu,"(JP) 相手を負けさせる (EN) To defeat, To beat (CN) 打败，战胜",ライバルを負かす。
悩ます,Nayamasu,"(JP) 困らせる、苦しめる (EN) To annoy, To trouble (CN) 使烦恼，困扰",騒音が近隣住民を悩ませている。
慣らす（耳）,Narasu,"(JP) 慣れるようにする (EN) To accustom, To train (CN) 使习惯",英語に耳を慣らす。
荒らす,Arasu,"(JP) 荒れさせる、奪う (EN) To devastate, To ruin (CN) 破坏，糟蹋",猪が畑を荒らす。
費やす（エネルギー）,Tsuiyasu,"(JP) 使ってなくす (EN) To spend, To consume (CN) 花费，耗费",開発に多大なエネルギーを費やす。
練る（計画）,Neru,"(JP) よく考えて質を高める (EN) To polish, To work out (CN) 推敲，构思",対策を練る。
鈍る（勘）,Niburu,"(JP) 鋭さがなくなる (EN) To become dull, To weaken (CN) 变迟钝",年を取って勘が鈍った。
勝る,Masaru,"(JP) 他より優れている (EN) To excel, To surpass (CN) 胜过，优越",彼は誰よりも経験が勝っている。
群がる,Muragaru,"(JP) たくさん集まる (EN) To swarm, To flock (CN) 群集，聚集",砂糖にアリが群がる。
備わる,Sonowaru,"(JP) あるべきものを持っている (EN) To be equipped with, To possess (CN) 具备，具有",最新の機能が備わっている。
改まる,Aratamaru,"(JP) 変更になる、態度がきちんとする (EN) To be renewed / To be formal (CN) 改变 / 端正",改まった態度で話す。
営む,Itonamu,"(JP) 生活する、経営する (EN) To run (business), To lead (life) (CN) 经营，营生",商店を営む。
危ぶむ,Ayabumu,"(JP) 悪い結果を心配する (EN) To fear, To doubt (CN) 担心，危惧",計画の実現が危ぶまれている。
似通う,Nikayou,"(JP) 互いによく似ている (EN) To resemble closely (CN) 相像，类似",似通った境遇の人。
恥じらう,Hajirau,"(JP) 恥ずかしがる (EN) To be shy, To blush (CN) 害羞，羞涩",彼女は頬を染めて恥じらった。
