Word,Reading,Meaning (JP / EN / CN),Example Sentence
かすむ（目）,Kasumu,"(JP) ぼやけて見える (EN) To become blurred (CN) 模糊，看不清",目がかすんで文字が読めない。
刺される（虫）,Sasareru,"(JP) 虫にかまれる (EN) To be bitten/stung (CN) 被叮，被咬",蚊に刺された。
刺さる（とげ）,Sasaru,"(JP) 先の尖ったものが突き立つ (EN) To stick into (CN) 扎入，刺入",指にとげが刺さった。
もうろうとする,Mourou to suru,"(JP) 意識がはっきりしない (EN) To be groggy (CN) 朦胧，神志不清",熱で意識がもうろうとしている。
遠ざかる（意識）,Toozakaru,"(JP) 意識が薄れていく (EN) Fading (consciousness) (CN) (意识) 远去",意識が遠ざかっていくのを感じた。
ねんざする（足首）,Nenza suru,"(JP) 関節をひねって痛める (EN) To sprain (CN) 扭伤",階段で足首をねんざした。
はれる,Hareru,"(JP) 炎症などで皮膚が膨らむ (EN) To swell (up) (CN) 肿",虫歯で頬がはれた。
むくむ,Mukumu,"(JP) 水分がたまって膨らむ (EN) To swell, To become puffy (CN) 浮肿",長時間のフライトで足がむくんだ。
かく（皮膚）,Kaku,"(JP) 爪先でこする (EN) To scratch (CN) 挠，抓",かゆいところをかく。
和らげる（痛み）,Yawarageru,"(JP) 程度を軽くする (EN) To relieve (CN) 缓解，减轻",薬で痛みを和らげる。
付き添う,Tsukisou,"(JP) そばについて世話をする (EN) To accompany (CN) 陪伴，护理",入院した母に付き添う。
むくみ,Mukumi,"(JP) むくむこと (EN) Swelling, Edema (CN) 浮肿",塩分の摂りすぎはむくみの原因になる。
便秘になる,Benpi ni naru,"(JP) 排便が滞る (EN) To get constipated (CN) 便秘",旅行に行くと便秘になりやすい。
引っかかれる（猫）,Hikkakareru,"(JP) 爪で傷つけられる (EN) To be scratched (CN) 被抓",猫に手を引っかかれた。
和らぐ,Yawaragu,"(JP) 程度が軽くなる (EN) To ease, To subside (CN) 缓和，减轻",時間とともに痛みが和らいだ。
ぜんそく,Zensoku,"(JP) 気管支の病気 (EN) Asthma (CN) 哮喘",彼は子供の頃からぜんそく持ちだ。
