Word,Reading,Meaning (JP / EN / CN),Example Sentence
こうこうと,Koukou to,"(JP) 明かりが明るく輝くさま (EN) Brightly (CN) 通亮，辉煌",ライトがこうこうとついている。
ごしごし,Goshigoshi,"(JP) 強くこする音や様子 (EN) Scrubbing hard (CN) 使劲 (擦/搓)",鍋の汚れをごしごし落とす。
すらすら,Surasura,"(JP) 滞りなく滑らかに進む (EN) Smoothly, Fluently (CN) 流利，顺利",難問をすらすら解いた。
ずるずる,Zuruzuru,"(JP) 引きずる、解決が長引く (EN) Dragging, Prolonging (CN) 拖拉，拖延",返事をずるずると先延ばしにする。
じめじめ,Jimejime,"(JP) 湿気が多く不快なさま (EN) Damp, Humid (CN) 潮湿，阴郁",雨で部屋がじめじめしている。
ざあざあ,Zaazaa,"(JP) 雨が激しく降る音 (EN) Pouring (rain) (CN) 哗啦哗啦 (雨声)",雨がざあざあ降ってきた。
がんがん,Gangan,"(JP) 頭が痛む、勢いよく行う (EN) Pounding (headache) / Hard (CN) (头) 剧痛 / 大干特干",頭ががんがんする。
かんかん,Kankan,"(JP) 激しく怒る、太陽が照りつける (EN) Furious / Blazing (CN) 大发雷霆 / (太阳) 毒辣",父は嘘をつかれてかんかんだ。
だらだら,Daradara,"(JP) 締まりなく続く、液体が流れる (EN) Sluggishly / Dripping (CN) 拖沓 / 滴答",休日をだらだら過ごす。
だぶだぶ,Dabudabu,"(JP) 服などが大きすぎて余っている (EN) Baggy, Loose (CN) 肥大，宽松",ダイエットしてズボンがだぶだぶになった。
ぶかぶか,Bukabuka,"(JP) サイズが大きすぎて合わない (EN) Too big, Baggy (CN) 肥大，晃荡",靴がぶかぶかで歩きにくい。
つやつや,Tsuyatsuya,"(JP) 光沢があり美しいさま (EN) Glossy, Shiny (CN) 光润，光泽",髪がつやつやしている。
まちまち,Machimachi,"(JP) 個々で異なっている (EN) Varied, Diverse (CN) 各不相同，各式各样",参加者の服装はまちまちだ。
丸々,Marumaru,"(JP) 太っている、完全に全部 (EN) Plump / Completely (CN) 胖乎乎 / 整个，全部",丸々と太った猫。
ひらひら,Hirahira,"(JP) 薄いものが風に揺れるさま (EN) Fluttering (CN) 飘动，飘扬",桜の花びらがひらひら舞う。
さんざん,Sanzan,"(JP) ひどい目に遭う、程度が甚だしい (EN) Severely, Terribly (CN) 狼狈，狠狠地",さんざん文句を言われた。
甚だ,Hanahada,"(JP) 非常に（硬い表現） (EN) Very, Greatly (CN) 甚，非常",甚だ迷惑だ。
