Word,Reading,Meaning (JP / EN / CN),Example Sentence
砂利,Jari,"(JP) 小石 (EN) Gravel, Pebbles (CN) 砂石，石子",庭に砂利を敷く。
有する,Yuusuru,"(JP) 持っている（硬い表現） (EN) To have, To possess (CN) 拥有，具有",彼は土地を有する資産家だ。
間柄,Aidagara,"(JP) 人と人との関係 (EN) Relationship, Terms (CN) 关系，交情",彼とは親しい間柄だ。
事柄,Kotogara,"(JP) 物事の内容、事象 (EN) Matter, Affair, Thing (CN) 事情，事项",重要な事柄をメモする。
人柄,Hitogara,"(JP) その人の性格や品格 (EN) Personality, Character (CN) 人品，为人",彼の人柄に惹かれる。
内訳（請求書）,Uchiwake,"(JP) 金額や数量の詳細な内容 (EN) Breakdown, Itemization (CN) 明细，细目",請求書の内訳を確認する。
説く,Toku,"(JP) 教え聞かせる、説明する (EN) To explain, To preach (CN) 说明，劝说",必要性を説く。
仕上げる,Shiageru,"(JP) 最後に手を加えて完成させる (EN) To finish, To complete (CN) 完成，做完",レポートを期限までに仕上げる。
仕入れる,Shiireru,"(JP) 販売のために商品や材料を買う (EN) To stock, To procure (CN) 采购，进货",新鮮な魚を市場で仕入れる。
仕切る,Shikiru,"(JP) 区切る、場を取りまとめる (EN) To partition / To manage (CN) 分隔 / 掌管",カーテンで部屋を仕切る。
仕組み,Shikumi,"(JP) 構造、機構 (EN) Mechanism, Structure, System (CN) 结构，构造",社会の仕組みを学ぶ。
仕える,Tsukaeru,"(JP) 目上の人のそばで奉仕する (EN) To serve (CN) 伺候，侍奉",王に忠実に仕える。
日差し,Hizashi,"(JP) 太陽の光 (EN) Sunlight, Rays of the sun (CN) 阳光，照射",夏の日差しが強い。
