Word,Reading,Meaning (JP / EN / CN),Example Sentence
至って（元気）,Itatte,"(JP) きわめて、非常に (EN) Very, Extremely (CN) 非常，极其",母は至って元気です。
さも,Samo,"(JP) いかにも〜しそうだ (EN) As if, Evidently (CN) 好像，仿佛",彼はさも知っているかのように話す。
とりわけ,Toriwake,"(JP) 同類の中でも特に (EN) Especially (CN) 特别，尤其",彼女はとりわけ優秀な学生だ。
ことに（面白い）,Koto ni,"(JP) 特別に、とりわけ (EN) Particularly (CN) 特别，尤其",今年の冬はことに寒い。
さぞ,Sazo,"(JP) きっと〜だろう (EN) Must be, No doubt (CN) 想必，定是",さぞお困りでしょう。
なおさら,Naosara,"(JP) ますます、以前よりさらに (EN) All the more (CN) 更加，越发",ダメだと言われるとなおさらやりたくなる。
まさしく,Masashiku,"(JP) 間違いなく、まさに (EN) Surely, Exactly (CN) 的确，正是",これはまさしく本物だ。
やけに,Yakeni,"(JP) 普通ではないほど (EN) Awfully, Unusually (CN) 非常，特别",今日はやけに喉が渇く。
やたらに,Yatarani,"(JP) むやみに、区別なく (EN) Excessively, Indiscriminately (CN) 胡乱，过分",やたらに買い物をすべきではない。
やたらと,Yatarato,"(JP) 程度が甚だしい (EN) Excessively, Awfully (CN) 胡乱，非常",最近、やたらと眠い。
もっぱら,Moppara,"(JP) ひたすら、専ら (EN) Exclusively, Mostly (CN) 专门，净是",休日はもっぱら家で過ごす。
もろに,Moroni,"(JP) 直接に、まともに (EN) Directly, Completely (CN) 全面，直接",ボールがもろに顔に当たった。
てんで,Tende,"(JP) 全く、さっぱり (EN) (Not) at all (CN) (下接否定) 根本，完全",その話はてんで面白くない。
残らず,Nokorazu,"(JP) 全部、一つも残さず (EN) All, Without exception (CN) 全部，一个不剩",知っていることを残らず話せ。
