Word,Reading,Meaning (JP / EN / CN),Example Sentence
すすぐ,Susugu,"(JP) 水できれいに洗う (EN) To rinse (CN) 涮，洗",洗剤を水ですすぐ。
ゆすぐ,Yusugu,"(JP) 口の中や器を水で洗う (EN) To rinse (mouth/cup) (CN) 漱 (口)，涮",コップをゆすぐ。
こす,Kosu,"(JP) 液体を通して不純物を取る (EN) To strain, To filter (CN) 过滤",味噌汁をこす。
ばらまく,Baramaku,"(JP) 散らし落とす、配る (EN) To scatter (CN) 散布，撒",豆をばらまく。
揺する,Yusuru,"(JP) 揺り動かす (EN) To shake (CN) 摇动，晃动",木を揺すって実を落とす。
緩める,Yurumeru,"(JP) 緩くする (EN) To loosen (CN) 放松，松开",ベルトを緩める。
生やす,Hayasu,"(JP) 毛や草などを伸びさせる (EN) To grow (beard/grass) (CN) 留 (胡须)，长",ひげを生やす。
生ける,Ikeru,"(JP) 花を花瓶などに形よく挿す (EN) To arrange (flowers) (CN) 插 (花)",花を花瓶に生ける。
凝らす（工夫）,Korasu,"(JP) 一点に集中させる (EN) To focus, To elaborate (CN) 凝聚，专心",工夫を凝らしたデザイン。
据える,Sueru,"(JP) 物を動かないように置く (EN) To install, To set (CN) 安放，设置",防犯カメラを据える。
控える,Hikaeru,"(JP) 待機する / 自制する (EN) To wait / To refrain (CN) 等候 / 控制",塩分を控える。
もくろむ,Mokuromu,"(JP) 計画する、企てる (EN) To plan, To scheme (CN) 策划，企图",世界進出をもくろむ。
阻む,Habamu,"(JP) 防いで止める (EN) To obstruct (CN) 阻挡，阻碍",行く手を阻む。
遮る,Saegiru,"(JP) 邪魔をする (EN) To interrupt (CN) 遮挡，打断",人の話を遮る。
つづる,Tsuzuru,"(JP) 言葉をつなげて文章を作る (EN) To spell, To compose (CN) 拼写，写作",英語で手紙をつづる。
仕掛ける,Shikakeru,"(JP) 働きかける、設置する (EN) To set up (CN) 设置，发起",わなを仕掛ける。
手掛ける,Tegakeru,"(JP) 直接担当する (EN) To handle, To work on (CN) 亲手做，经手",新しいプロジェクトを手掛ける。
交わす,Kawasu,"(JP) やり取りする (EN) To exchange (CN) 交换，互换",挨拶を交わす。
束ねる,Tabaneru,"(JP) 一つにまとめる (EN) To bundle, To manage (CN) 捆，扎，统率",髪を束ねる。
背く,Somuku,"(JP) 反抗する、裏切る (EN) To disobey (CN) 违背，背叛",親の期待に背く。
促す,Unagasu,"(JP) するように勧める (EN) To urge (CN) 催促，促进",注意を促す。
よこす,Yokosu,"(JP) こちらへ送ってくる (EN) To send, To hand over (CN) 寄来，交给",便りをよこす。
さらす,Sarasu,"(JP) 日光や風、危険などに当てる (EN) To expose (CN) 晒，暴露",日光にさらす。
