Word,Reading,Meaning (JP / EN / CN),Example Sentence
うつむく,Utsumuku,"(JP) 顔を下に向ける (EN) To look down (CN) 低?",恥ずかしくてうつむいた。
うなづく,Unazuku,"(JP) 同意や了解で首を縦に振る (EN) To nod (CN) 点?",彼は黙ってうなづいた。
一言つぶやく,Hitokoto tsubuyaku,"(JP) 小声で独り言を言う (EN) To mutter a word (CN) ??一句",彼は去り際に一言つぶやいた。
ささやく,Sasayaku,"(JP) 小さな声で話す (EN) To whisper (CN) 低?",彼女は私の耳元でささやいた。
口ずさむ,Kuchizusamu,"(JP) 歌を小声で歌う (EN) To hum, To sing to oneself (CN) ?唱",好きな歌を口ずさむ。
むせる,Museru,"(JP) 煙や食べ物で息が詰まる (EN) To choke (on smoke/food) (CN) ?",煙にむせて咳が出た。
つねる,Tsuneru,"(JP) 皮膚を指先で強く挟んでひねる (EN) To pinch (skin) (CN) ?",夢ではないかと頬をつねった。
むしろ,Mushiro,"(JP) どちらかといえば、いっそ (EN) Rather, Better (CN) ?可",彼は天才というよりむしろ努力家だ。
めくる,Mekuru,"(JP) 覆っているものをはぐ (EN) To flip, To turn over (CN) 翻",カレンダーをめくる。
つまむ,Tsumamu,"(JP) 指先で挟む (EN) To pinch, To pick up (CN) ?",塩をひとつまみ入れる。
摘む（花・才能の芽）,Tsumu,"(JP) 指先や爪で切り取る (EN) To pick, To pluck, To nip (CN) 摘",早いうちに悪い芽を摘む。
さする,Sasuru,"(JP) 手のひらで何度もなでる (EN) To rub, To stroke (CN) 摩",背中をさすってもらった。
いじる（髪の毛・庭）,Ijiru,"(JP) 指先で触る、手入れする (EN) To fiddle with, To tend to (CN) ?弄",髪の毛をいじる癖がある。
はたく,Hataku,"(JP) 手や道具で打つ (EN) To slap, To dust (CN) 拍打",布団をはたく。
すくう,Sukuu,"(JP) 液状・粉状のものを取る (EN) To scoop (CN) ?",両手で水をすくって飲んだ。
突く,Tsuku,"(JP) 先の尖った物で強く押す (EN) To poke, To thrust (CN) 戳",杖（つえ）を突いて歩く。
くるむ,Kurumu,"(JP) 巻くようにして包む (EN) To wrap, To tuck in (CN) 包",赤ちゃんを毛布にくるむ。
丸める,Marumeru,"(JP) 丸い形にする (EN) To roll up, To curl (CN) 弄?",紙を丸めて捨てた。
擦る（マッチ）,Suru,"(JP) こすり合わせる (EN) To strike (a match), To rub (CN) ?",マッチを擦って火をつける。
うつ伏せ,Utsubuse,"(JP) 顔を下に向けて寝る姿勢 (EN) Lying face down (CN) 俯?",うつ伏せに寝る。
仰向け,Aomuke,"(JP) 顔を上に向けて寝る姿勢 (EN) Lying face up (CN) 仰?",仰向けになって空を見た。
体をそらす,Karada wo sorasu,"(JP) 体を後ろへ曲げる (EN) To bend backward (CN) 挺胸",準備運動で体をそらす。
馬にまたがる,Uma ni matagaru,"(JP) 足を開いて乗る (EN) To mount/straddle a horse (CN) ??",彼は颯爽と馬にまたがった。
湯につかる,Yu ni tsukaru,"(JP) 風呂に入る (EN) To soak in hot water (CN) 泡澡",ゆっくり湯につかって疲れを取る。
くぐる,Kuguru,"(JP) 下や隙間を通り抜ける (EN) To pass through/under (CN) 穿?",門をくぐる。
もがく・あがく,Mogaku / Agaku,"(JP) 苦しんで手足を動かす (EN) To struggle, To writhe (CN) ?扎",泥沼でもがく。
さまよう,Samayou,"(JP) あてもなく歩き回る (EN) To wander, To roam (CN) 彷徨",森の中をさまよう。
